item1,item2,similarity,grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,ano,vol,fasc,pags,DOI,autores
169,158,1,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Presentación,Colombia,Perseitas ,2346-1780,2016,5,N/A ,10 - 12,N/A,DAVID ESTEBAN ZULUAGA MESA
169,175,1,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Presentación,Colombia,Perseitas ,2346-1780,2016,5,N/A ,10 - 12,N/A,DAVID ESTEBAN ZULUAGA MESA
169,152,1,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Presentación,Colombia,Perseitas ,2346-1780,2016,5,N/A ,10 - 12,N/A,DAVID ESTEBAN ZULUAGA MESA
169,159,1,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Presentación,Colombia,Perseitas ,2346-1780,2016,5,N/A ,10 - 12,N/A,DAVID ESTEBAN ZULUAGA MESA
171,177,0.9999999999999999,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Ludwig Wittgenstein: trascendiendo los límites de la cultura,Costa Rica,Revista De Filosofía De La Universidad De Costa Rica ,0034-8252,2016,55,N/A ,111 - 119,N/A,DAVID ESTEBAN ZULUAGA MESA
175,162,1,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Presentación,Colombia,Perseitas ,2346-1780,2016,4,N/A ,132 - 133,N/A,DAVID ESTEBAN ZULUAGA MESA
175,149,1,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Presentación,Colombia,Perseitas ,2346-1780,2016,4,N/A ,132 - 133,N/A,DAVID ESTEBAN ZULUAGA MESA
175,169,1,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Presentación,Colombia,Perseitas ,2346-1780,2016,4,N/A ,132 - 133,N/A,DAVID ESTEBAN ZULUAGA MESA
175,158,1,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Presentación,Colombia,Perseitas ,2346-1780,2016,4,N/A ,132 - 133,N/A,DAVID ESTEBAN ZULUAGA MESA
175,166,1,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Presentación,Colombia,Perseitas ,2346-1780,2016,4,N/A ,132 - 133,N/A,DAVID ESTEBAN ZULUAGA MESA
175,159,1,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Presentación,Colombia,Perseitas ,2346-1780,2016,4,N/A ,132 - 133,N/A,DAVID ESTEBAN ZULUAGA MESA
175,152,1,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Presentación,Colombia,Perseitas ,2346-1780,2016,4,N/A ,132 - 133,N/A,DAVID ESTEBAN ZULUAGA MESA
177,171,0.9999999999999999,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Ludwig Wittgenstein: trascendiendo los límites de la cultura,Costa Rica,Revista De Filosofía De La Universidad De Costa Rica ,0034-8252,2016,55,N/A ,111 - 119,N/A,DAVID ESTEBAN ZULUAGA MESA
181,182,0.9999999999999999,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"Juegos filosóficos, una apuesta hacia la educación del siglo XXI",Colombia,Analisis ,0120-8454,2015,47,86 ,119 - 139,,"ERLEYSSON MUNOZ GUTIERREZ, PAOLA GIRALDO TOBON"
182,181,0.9999999999999999,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"Juegos Filosóficos, una apuesta hacia la educación del siglo XXI",Colombia,Analisis ,0120-8454,2015,47,86 ,119 - 139,,"PAOLA GIRALDO TOBON, ERLEYSSON MUNOZ GUTIERREZ"
189,165,0.75,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Hölderlin: sobre la religión,Colombia,Perseitas ,2346-1780,2014,2,N/A ,153 - 167,10.21501/23461780.1299,ANDRES ALFREDO CASTRILLON CASTRILLON
203,204,0.8660254037844388,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Teología y cuerpos femeninos,Colombia,La Voz Del Semillero ,2011-8015,2012,5,N/A ,44 - 52,,"JONATHAN ANDRES RUA PENAGOS, ISABEL MARIN, VERONICA NARANJO QUINTERO"
204,203,0.8660254037844388,FILOSOFÃA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Teología cuerpos femeninos,Colombia,La Voz Del Semillero ,2011-8015,2012,5,N/A ,44 - 52,,VERONICA NARANJO QUINTERO
233,234,1.0000000000000002,URBANITAS,Artículos publicados,Publicado en revista especializada,Desigualdad rural y conflicto interno armado en Colombia: un círculo vicioso,Chile,Izquierdas ,0718-5049,2018,39,N/A ,209 - 228,N/A,"JUAN DIEGO LOPEZ MEDINA, JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROS, RAFAEL VARGAS CANO"
234,233,1.0000000000000002,URBANITAS,Artículos publicados,Publicado en revista especializada,Desigualdad rural y conflicto interno armado en Colombia: un círculo vicioso,Chile,Izquierdas ,0718-5049,2018,39,N/A ,209 - 228,N/A,"RAFAEL VARGAS CANO, JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROS, JUAN DIEGO LOPEZ MEDINA"
235,236,0.9999999999999999,URBANITAS,Artículos publicados,Publicado en revista especializada,Media Competencies for the Citizenship Training of Teachers from Andean America: Colombia and Ecuador,Brasil,Paideia ,1982-4327,2017,27,66 ,80 - 89,http://dx.doi.org/10.1590/1982-43272766201710,LIGIA INES ZULUAGA ARIAS
236,235,0.9999999999999999,URBANITAS,Artículos publicados,Publicado en revista especializada,Media Competencies for the Citizenship Training of Teachers from Andean America: Colombia and Ecuador,Brasil,Paideia ,1982-4327,2017,27,66 ,80 - 89,http://dx.doi.org/10.1590/1982-43272766201710,NELIDA MARIA MONTOYA RAMIREZ
240,241,0.9999999999999999,URBANITAS,Artículos publicados,Publicado en revista especializada,Educar mientras se informa: una propuesta de resignificación de la prensa tradicional,Colombia,Signo y Pensamiento ,0120-4823,2014,XXXIII,64 ,32 - 44,,LIGIA INES ZULUAGA ARIAS
241,240,0.9999999999999999,URBANITAS,Artículos publicados,Publicado en revista especializada,Educar mientras se informa: una propuesta de resignificación de la prensa tradicional,Colombia,Signo y Pensamiento ,0120-4823,2014,23,64 ,30 - 44,http://revistas.javeriana.edu.co/index.php/signoypensamiento/article/view/8503/6842,"NELIDA MARIA MONTOYA RAMIREZ, LIGIA INES ZULUAGA ARIAS"
253,254,1,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Educación, Familia y Escuela: Trazas sobre Ética y Estética",Chile,Revista Electrónica Gestión de las Personas y Tecnología ,0718-5693,2021,40,N/A ,60 - 77,,"GLORIA MARIA LOPEZ ARBOLEDA, ALEXANDER RODRIGUEZ BUSTAMANTE, WALTER BANOL LOPEZ, LUISA FERNANDA CORDOBA QUINTERO"
254,253,1,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Educación, Familia y Escuela: Trazas sobre Ética y Estética",Chile,Revista Electrónica Gestión de las Personas y Tecnología ,0718-5693,2021,40,N/A ,60 - 77,,"ALEXANDER RODRIGUEZ BUSTAMANTE, GLORIA MARIA LOPEZ ARBOLEDA, WALTER BANOL LOPEZ, LUISA FERNANDA CORDOBA QUINTERO"
259,260,1,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,La educación superior en el contexto de la innovación,República Dominicana,Educación superior (Santiago) ,2071-1271,2020,30,N/A ,29 - 59,,"ALEXANDER RODRIGUEZ BUSTAMANTE, DUBIS MARCELA RINCON BARRETO, JOSE FEDERICO AGUDELO TORRES, KATERINE RESTREPO GOMEZ"
260,259,1,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,La educación superior en el contexto de la innovación,República Dominicana,Educación superior (Santiago) ,2071-1271,2020,30,N/A ,29 - 59,,"ALEXANDER RODRIGUEZ BUSTAMANTE, DUBIS MARCELA RINCON BARRETO, KATERINE RESTREPO GOMEZ, JOSE FEDERICO AGUDELO TORRES"
262,263,1.0000000000000002,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Trastorno dismórfico corporal: una revisión de las dimensiones clínicas, neurobiología y neuropsicología",Colombia,Cuadernos Hispanoamericanos De Psicología ,1657-3412,2020,19,1 ,1 - 16,10.18270/chps..v19i1.3133,"DUBIS MARCELA RINCON BARRETO, SANDRA MILENA RESTREPO ESCOBAR"
263,262,1.0000000000000002,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Trastorno dismórfico corporal: una revisión de las dimensiones clínicas, neurobiología y neuropsicología",Colombia,Cuadernos Hispanoamericanos De Psicología ,1657-3412,2020,19,1 ,1 - 16,10.18270/chps..v19i1.3133,"DUBIS MARCELA RINCON BARRETO, JORGE OSPINA DUQUE, SANDRA MILENA RESTREPO ESCOBAR, LUISA FERNANDA CORREA PEREZ, DAVID ANDRES MONTOYA ARENAS"
269,270,0.9999999999999998,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Caracterización de funciones frontales y ejecutivas en pacientes heroinómanos en tratamiento con metadona,Colombia,Psicoespacios ,2145-2776,2020,14,24 ,1 - 16,10.25057/21452776.1281,"DUBIS MARCELA RINCON BARRETO, MARYORIS ELENA ZAPATA ZABALA, JORGE MAURICIO CUARTAS ARIAS, LUISA FERNANDA CORREA PEREZ"
270,269,0.9999999999999998,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Caracterización de funciones frontales y ejecutivas en pacientes heroinómanos en tratamiento con metadona,Colombia,Psicoespacios ,2145-2776,2020,14,24 ,1 - 16,10.25057/21452776.1281,"LUISA FERNANDA CORREA PEREZ, DUBIS MARCELA RINCON BARRETO, JORGE MAURICIO CUARTAS ARIAS, MARYORIS ELENA ZAPATA ZABALA"
271,273,1.0000000000000002,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Habitantes de calle en Medellín, Colombia: sus normas, derechos y deberes",Colombia,Equidad & Desarrollo ,2389-8844,2020,35, ,1 - ,10.19052/eq.vol1.iss35.8,"MARICELLY GOMEZ VARGAS, LUCAS DAVILA CANAS, GUSTAVO ADOLFO CALDERON VALLEJO, MARIA JIMENA OSORIO SALAZAR"
272,274,0.9999999999999999,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Cognitive Training for the Treatment of Addictions Mediated by Information and Communication Technologies (ICT),Suiza,Future Internet ,1999-5903,2020,12,2 ,1 - 19,10.3390/fi12020038,"SANDRA MILENA RESTREPO ESCOBAR, DUBIS MARCELA RINCON BARRETO, EDWIN ANDRES SEPULVEDA CARDONA"
273,271,1.0000000000000002,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Habitantes de calle en Medellín, Colombia: sus normas, derechos y deberes",,Equidad & Desarrollo ,1692-7311,2020,35, , - ,10.19052/1692-7311,"LUCAS DAVILA CANAS, GUSTAVO ADOLFO CALDERON VALLEJO, MARICELLY GOMEZ VARGAS, MARIA JIMENA OSORIO SALAZAR, EMERSON JOSE CARO CENCIO"
274,272,0.9999999999999999,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Cognitive Training for the Treatment of Addictions Mediated by Information and Communication Technologies (ICT),Suiza,Future Internet ,1999-5903,2020,12, ,1 - 19,10.3390/fi12020038,"DUBIS MARCELA RINCON BARRETO, SANDRA MILENA RESTREPO ESCOBAR, EDWIN ANDRES SEPULVEDA CARDONA"
275,295,0.7607257743127308,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Percepción de la Imagen corporal en universitarios de la Ciudad de Medellín,Colombia,Psicoespacios ,2145-2776,2019,14,N/A ,61 - 70,10.25057/21452776.1251,"DUBIS MARCELA RINCON BARRETO, CAROLINA SUAREZ MARTINEZ, RUTH DANIRYS MURILLO MOSQUERA, MARIA CAMILA NAVARRETE RUA, SARA PAOLA MESA BENITEZ, SARA CAMILA NARVAEZ ROLDAN"
275,310,0.7254762501100116,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Percepción de la Imagen corporal en universitarios de la Ciudad de Medellín,Colombia,Psicoespacios ,2145-2776,2019,14,N/A ,61 - 70,10.25057/21452776.1251,"DUBIS MARCELA RINCON BARRETO, CAROLINA SUAREZ MARTINEZ, RUTH DANIRYS MURILLO MOSQUERA, MARIA CAMILA NAVARRETE RUA, SARA PAOLA MESA BENITEZ, SARA CAMILA NARVAEZ ROLDAN"
275,311,0.7254762501100116,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Percepción de la Imagen corporal en universitarios de la Ciudad de Medellín,Colombia,Psicoespacios ,2145-2776,2019,14,N/A ,61 - 70,10.25057/21452776.1251,"DUBIS MARCELA RINCON BARRETO, CAROLINA SUAREZ MARTINEZ, RUTH DANIRYS MURILLO MOSQUERA, MARIA CAMILA NAVARRETE RUA, SARA PAOLA MESA BENITEZ, SARA CAMILA NARVAEZ ROLDAN"
275,281,0.737864787372622,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Percepción de la Imagen corporal en universitarios de la Ciudad de Medellín,Colombia,Psicoespacios ,2145-2776,2019,14,N/A ,61 - 70,10.25057/21452776.1251,"DUBIS MARCELA RINCON BARRETO, CAROLINA SUAREZ MARTINEZ, RUTH DANIRYS MURILLO MOSQUERA, MARIA CAMILA NAVARRETE RUA, SARA PAOLA MESA BENITEZ, SARA CAMILA NARVAEZ ROLDAN"
275,354,0.7016464154456235,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Percepción de la Imagen corporal en universitarios de la Ciudad de Medellín,Colombia,Psicoespacios ,2145-2776,2019,14,N/A ,61 - 70,10.25057/21452776.1251,"DUBIS MARCELA RINCON BARRETO, CAROLINA SUAREZ MARTINEZ, RUTH DANIRYS MURILLO MOSQUERA, MARIA CAMILA NAVARRETE RUA, SARA PAOLA MESA BENITEZ, SARA CAMILA NARVAEZ ROLDAN"
281,275,0.737864787372622,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Bienestar psicológico en habitantes de calle resocializados de la ciudad de Medellín,Colombia,Psicoespacios ,2145-2776,2019,13,22 ,19 - 35,10.25057/issn.2145-2776,MARICELLY GOMEZ VARGAS
281,310,0.726483157256779,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Bienestar psicológico en habitantes de calle resocializados de la ciudad de Medellín,Colombia,Psicoespacios ,2145-2776,2019,13,22 ,19 - 35,10.25057/issn.2145-2776,MARICELLY GOMEZ VARGAS
281,295,0.7377253439645219,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Bienestar psicológico en habitantes de calle resocializados de la ciudad de Medellín,Colombia,Psicoespacios ,2145-2776,2019,13,22 ,19 - 35,10.25057/issn.2145-2776,MARICELLY GOMEZ VARGAS
281,311,0.726483157256779,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Bienestar psicológico en habitantes de calle resocializados de la ciudad de Medellín,Colombia,Psicoespacios ,2145-2776,2019,13,22 ,19 - 35,10.25057/issn.2145-2776,MARICELLY GOMEZ VARGAS
282,283,1.0000000000000002,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Relaciones sociales y prácticas cotidianas del habitante de calle en Medellín, Colombia",Brasil,PSICOLOGIA EM PESQUISA ,1982-1247,2019,13,1 ,33 - 41,10.24879/2019001300123864,"LUCAS DAVILA CANAS, MARICELLY GOMEZ VARGAS"
283,282,1.0000000000000002,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Relaciones sociales y prácticas cotidianas del habitante de calle en Medellín, Colombia",Brasil,PSICOLOGIA EM PESQUISA ,1982-1247,2019,13, ,33 - 41,10.24879/2019001300123864,"LUCAS DAVILA CANAS, MARICELLY GOMEZ VARGAS, MARIA JIMENA OSORIO SALAZAR, GUSTAVO ADOLFO CALDERON VALLEJO"
285,286,0.9090909090909093,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Aproximaciones conceptuales y prácticas de las adicciones en una muestra bibliográfica,Colombia,Drugs And Addictive Behavior ,2463-1779,2019,4,1 ,23 - 25,10.21501/24631779.2867,"LUCAS DAVILA CANAS, MARICELLY GOMEZ VARGAS"
286,285,0.9090909090909093,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Aproximaciones conceptuales y prácticas a las adicciones en una muestra bibliográfica,Colombia,Drugs And Addictive Behavior ,2463-1779,2019,4,1 ,89 - 109,10.21501/24631779.2728,"MARICELLY GOMEZ VARGAS, LUCAS DAVILA CANAS"
290,349,0.7082005278281702,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Factores de riesgo y protección frente al consumo de sustancias psicoactivas en estudiantes de un colegio rural del departamento de Antioquia, Colombia.",Colombia,Katharsis ,0124-7816,2018,26,n/a ,52 - 68,https://doi.org/10.25057/issn.2500-5731,"NATALIA ALVAREZ HURTADO, OLENA KLIMENKO KLIMENKO, YENY GUTIERREZ OCAMPO, CAROLINA VELASQUEZ AGUDELO"
290,332,0.7063064336961279,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Factores de riesgo y protección frente al consumo de sustancias psicoactivas en estudiantes de un colegio rural del departamento de Antioquia, Colombia.",Colombia,Katharsis ,0124-7816,2018,26,n/a ,52 - 68,https://doi.org/10.25057/issn.2500-5731,"NATALIA ALVAREZ HURTADO, OLENA KLIMENKO KLIMENKO, YENY GUTIERREZ OCAMPO, CAROLINA VELASQUEZ AGUDELO"
290,333,0.7082005278281702,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Factores de riesgo y protección frente al consumo de sustancias psicoactivas en estudiantes de un colegio rural del departamento de Antioquia, Colombia.",Colombia,Katharsis ,0124-7816,2018,26,n/a ,52 - 68,https://doi.org/10.25057/issn.2500-5731,"NATALIA ALVAREZ HURTADO, OLENA KLIMENKO KLIMENKO, YENY GUTIERREZ OCAMPO, CAROLINA VELASQUEZ AGUDELO"
290,339,0.7082005278281702,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Factores de riesgo y protección frente al consumo de sustancias psicoactivas en estudiantes de un colegio rural del departamento de Antioquia, Colombia.",Colombia,Katharsis ,0124-7816,2018,26,n/a ,52 - 68,https://doi.org/10.25057/issn.2500-5731,"NATALIA ALVAREZ HURTADO, OLENA KLIMENKO KLIMENKO, YENY GUTIERREZ OCAMPO, CAROLINA VELASQUEZ AGUDELO"
292,293,0.9999999999999997,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Addictions Rehabilitation From an Executive Functioning Model,Estados Unidos,Addictive Disorders '&' Their Treatment ,1531-5754,2018,2, ,1 - 10,10.1097/ADT.0000000000000156,"SANDRA MILENA RESTREPO ESCOBAR, DUBIS MARCELA RINCON BARRETO"
293,292,0.9999999999999997,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Addictions Rehabilitation From an Executive Functioning Model,Estados Unidos,Addictive Disorders '&' Their Treatment ,1535-1122,2018,17,4 ,1 - 10,10.1097/ADT.0000000000000156,"DUBIS MARCELA RINCON BARRETO, SANDRA MILENA RESTREPO ESCOBAR"
294,337,0.721687836487032,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Prevención de drogas. Buenas prácticas de trece programas de Colombia,Colombia,Revista Ciencias de la Salud ,1692-7273,2018,16,3 ,534 - 539,http://dx.doi.org/10.12804,GUSTAVO ADOLFO CALDERON VALLEJO
295,354,0.7472647177570733,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Riesgo de trastorno de la conducta alimentaria y uso de redes sociales en usuarias de gimnasios de la ciudad de Medellín, Colombia",Colombia,Revista Colombiana de Psiquiatria ,2530-3139,2018,N/A, ,1 - 19,10.1016/j.rcp.2018.08.003,LEIDY TATIANA CASTANEDA QUIRAMA
295,337,0.7856742013183863,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Riesgo de trastorno de la conducta alimentaria y uso de redes sociales en usuarias de gimnasios de la ciudad de Medellín, Colombia",Colombia,Revista Colombiana de Psiquiatria ,2530-3139,2018,N/A, ,1 - 19,10.1016/j.rcp.2018.08.003,LEIDY TATIANA CASTANEDA QUIRAMA
295,281,0.7377253439645219,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Riesgo de trastorno de la conducta alimentaria y uso de redes sociales en usuarias de gimnasios de la ciudad de Medellín, Colombia",Colombia,Revista Colombiana de Psiquiatria ,2530-3139,2018,N/A, ,1 - 19,10.1016/j.rcp.2018.08.003,LEIDY TATIANA CASTANEDA QUIRAMA
295,332,0.720576692122892,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Riesgo de trastorno de la conducta alimentaria y uso de redes sociales en usuarias de gimnasios de la ciudad de Medellín, Colombia",Colombia,Revista Colombiana de Psiquiatria ,2530-3139,2018,N/A, ,1 - 19,10.1016/j.rcp.2018.08.003,LEIDY TATIANA CASTANEDA QUIRAMA
